Date_Time,Rainfall,Solar_Energy,Relative_Humidity,Temperature,ObjectId
2018/04/01 04:00:00+00,0,0,,,12267
2013/07/23 04:00:00+00,0.8,5.2,100,18,12268
2018/04/01 10:00:00+00,0,436.5,,,12269
2015/08/17 19:00:00+00,0,1.6,55.5,19.4,12270
2018/04/08 04:00:00+00,0,0,,,12271
2013/07/24 21:00:00+00,0.2,0,81.9,19.2,12272
2018/04/10 05:00:00+00,0,10.6,,,12273
2014/04/07 09:00:00+00,0.2,72.2,97.7,13.2,12274
2005/07/19 17:00:00+00,0,192.4,62.4,18.3,12275
2013/08/11 01:00:00+00,0,0.2,98.4,16.4,12276
2005/12/18 00:00:00+00,0,-3,79.6,-0.5,12277
2018/06/17 09:00:00+00,0,273.7,,,12278
2018/02/13 18:00:00+00,0,0.5,,,12279
2006/04/12 15:00:00+00,0,252.2,60.6,11.8,12280
2012/10/29 12:00:00+00,0,211.2,78.8,13.2,12281
2015/02/09 21:00:00+00,0,0,98.2,2.2,12282
2016/04/12 04:00:00+00,0,0.1,,,12283
2005/07/21 14:00:00+00,0,759.2,32,27.5,12284
2018/06/22 17:00:00+00,0,279.7,,,12285
2005/12/18 20:00:00+00,0,-0.6,82.1,7.5,12286
2018/02/16 21:00:00+00,0,0,,,12287
2006/04/18 15:00:00+00,0,299.1,79.9,11.8,12288
2012/10/31 02:00:00+00,0,0,75.1,9.1,12289
2016/11/15 03:00:00+00,0,0,,,12290
2014/04/13 22:00:00+00,0,0,91,9,12291
2005/07/23 14:00:00+00,0,389.5,48.5,23.5,12292
2018/07/03 00:00:00+00,0,0,,,12293
2005/12/24 17:00:00+00,0,1.7,76.8,9.3,12294
2018/02/23 14:00:00+00,0.2,374.5,,,12295
2006/04/20 14:00:00+00,0,275.4,70.7,13.8,12296
2012/11/02 18:00:00+00,0,0,91.8,6.6,12297
2016/11/19 03:00:00+00,0,0,,,12298
2016/04/18 12:00:00+00,0,668.7,,,12299
2005/07/29 04:00:00+00,0,2.8,79.5,15.4,12300
2018/07/04 05:00:00+00,0,111.6,,,12301
2005/12/25 14:00:00+00,0,75.3,84.8,5.3,12302
2018/02/26 07:00:00+00,0,1.6,,,12303
2006/04/28 04:00:00+00,0,-0.8,83.4,5.6,12304
2012/11/03 18:00:00+00,0,0,80.1,7.6,12305
2015/02/20 18:00:00+00,0,4.7,89.4,6.2,12306
2016/04/21 18:00:00+00,0,12.1,,,12307
2005/07/30 19:00:00+00,0,18.5,85.6,17.3,12308
2018/07/04 20:00:00+00,0,0.7,,,12309
2006/01/01 17:00:00+00,0,1.1,84.1,8,12310
2018/02/27 10:00:00+00,0,281,,,12311
2006/04/28 06:00:00+00,0,196.5,64.3,10.6,12312
2012/11/06 03:00:00+00,0,0,100,2.5,12313
2016/11/20 04:00:00+00,0.2,0,,,12314
2014/04/14 23:00:00+00,0,0,68.7,9.8,12315
2005/06/05 09:00:00+00,0,129.7,72.2,14.2,12316
2018/07/06 04:00:00+00,0,49.3,,,12317
2006/01/03 13:00:00+00,0,84,89.8,10.6,12318
2018/02/27 16:00:00+00,0,129.2,,,12319
2005/09/16 04:00:00+00,0,-0.5,78.2,11.3,12320
2012/11/07 21:00:00+00,0,0,94.4,10.5,12321
2015/02/23 03:00:00+00,0,0,87.9,5.7,12322
2016/04/22 10:00:00+00,0,177.7,,,12323
2005/06/10 14:00:00+00,0,464.5,45.3,21.8,12324
2018/07/06 22:00:00+00,0,0,,,12325
2006/01/04 00:00:00+00,0,-1.5,87,8.4,12326
2018/03/01 05:00:00+00,0,0,,,12327
2005/09/18 20:00:00+00,0,-0.9,80.1,15.1,12328
2012/11/10 13:00:00+00,0,265.1,74.1,12,12329
2016/11/21 18:00:00+00,0.4,0,,,12330
2016/04/23 03:00:00+00,0,0,,,12331
2005/06/11 16:00:00+00,0,131.4,46.7,18.8,12332
2018/07/13 07:00:00+00,0,409.4,,,12333
2006/01/04 06:00:00+00,0,-1.4,87.2,6.5,12334
2018/03/02 17:00:00+00,0,12.1,,,12335
2005/09/22 04:00:00+00,0,-2,92,12.1,12336
2012/11/13 21:00:00+00,0,0,91,13,12337
2015/02/25 06:00:00+00,0,0,100,7.7,12338
2014/04/15 04:00:00+00,0,0,86.7,6.8,12339
2005/06/19 05:00:00+00,0,178.1,75.1,21.2,12340
2018/07/13 15:00:00+00,3.3,97.5,,,12341
2006/01/04 19:00:00+00,0,-0.6,81,6.7,12342
2018/03/03 01:00:00+00,0,0,,,12343
2005/09/26 17:00:00+00,0,39.8,72.1,17.6,12344
2012/11/16 17:00:00+00,0,0.5,100,9.9,12345
2016/11/24 02:00:00+00,0,0,,,12346
2016/04/24 09:00:00+00,0,547.3,,,12347
2005/06/25 18:00:00+00,0,14.1,79.3,17,12348
2018/07/14 15:00:00+00,0,549.3,,,12349
2006/01/05 07:00:00+00,0,-0.8,84,2.8,12350
2018/03/03 09:00:00+00,0,88.6,,,12351
2012/11/18 22:00:00+00,0,0,84.7,6.8,12352
2015/03/01 22:00:00+00,0,0,86.1,5.1,12353
2014/04/24 13:00:00+00,0,366.7,48.3,17.6,12354
2018/07/15 06:00:00+00,0,296.4,,,12355
2006/01/05 09:00:00+00,0,1.8,86.1,2.9,12356
2018/03/10 12:00:00+00,0,442.1,,,12357
2016/05/10 02:00:00+00,0,0,,,12358
2018/03/10 15:00:00+00,0.2,283.1,,,12359
2018/04/18 19:00:00+00,0,0,,,12360
2013/08/12 00:00:00+00,0,0,86.5,15.4,12361
2018/04/21 21:00:00+00,0,0.1,,,12362
2013/08/13 16:00:00+00,0,293.1,65.1,20.1,12363
2018/04/23 05:00:00+00,0,46.7,,,12364
2013/08/15 16:00:00+00,0.4,94.8,95.5,19.5,12365
2018/04/23 07:00:00+00,0,176.7,,,12366
2013/08/15 23:00:00+00,0,0,94,18.3,12367
2018/05/01 08:00:00+00,0,500.4,,,12368
2013/08/16 23:00:00+00,0,0,92.3,15.6,12369
2018/05/04 07:00:00+00,0,126.2,,,12370
2013/08/21 23:00:00+00,0,0,99.7,18,12371
2018/05/07 23:00:00+00,0,0,,,12372
2013/08/26 06:00:00+00,0,25.3,91.2,16.4,12373
2018/05/22 00:00:00+00,0,0,,,12374
2013/08/26 21:00:00+00,0,0,78.8,19.5,12375
2018/05/23 20:00:00+00,0,0,,,12376
2013/08/27 07:00:00+00,0,177.9,73.7,18.3,12377
2018/05/25 13:00:00+00,0,148.5,,,12378
2013/08/29 15:00:00+00,0,317.4,73.5,21.6,12379
2018/05/25 15:00:00+00,0,57.4,,,12380
2013/09/02 09:00:00+00,0,469.7,65.7,20.4,12381
2018/05/28 16:00:00+00,0,166.3,,,12382
2013/09/02 10:00:00+00,0,342.1,70.7,19.9,12383
2018/05/29 19:00:00+00,0,5.2,,,12384
2013/09/04 05:00:00+00,0,11.5,100,12.8,12385
2018/06/02 03:00:00+00,0,0.9,,,12386
2013/09/06 16:00:00+00,0,255,51.1,18.3,12387
2018/06/03 13:00:00+00,0,652.2,,,12388
2014/02/10 01:00:00+00,0,0,79.6,4.8,12389
2017/12/21 19:00:00+00,0,0,,,12390
2014/02/12 14:00:00+00,0.8,104.6,81.8,9.5,12391
2017/12/30 02:00:00+00,0.2,0.1,,,12392
2014/02/15 06:00:00+00,0.4,1.1,82.1,8.3,12393
2018/01/02 21:00:00+00,1.2,0.1,,,12394
2014/02/21 15:00:00+00,0,170.1,80.1,8.4,12395
2018/01/05 17:00:00+00,0,0.1,,,12396
2014/02/22 00:00:00+00,0,0,89.8,6.3,12397
2018/01/05 19:00:00+00,0,0,,,12398
2014/02/24 03:00:00+00,0,0,88.1,9.7,12399
2018/01/06 03:00:00+00,0,0,,,12400
2009/12/13 04:00:00+00,0,-0.9,90.6,4.3,12401
2017/10/10 18:00:00+00,0,0,,,12402
2018/09/02 03:00:00+00,0,0,,,12403
2017/10/04 23:00:00+00,0,0,,,12404
2009/12/16 22:00:00+00,0.2,-0.4,96.3,5,12405
2017/10/13 23:00:00+00,0,0,,,12406
2006/01/13 07:00:00+00,0,-0.4,84.3,7.8,12407
2018/09/02 23:00:00+00,0,0,,,12408
2015/09/27 08:00:00+00,0,320.4,71.4,15.1,12409
2017/10/10 10:00:00+00,0,246.1,,,12410
2009/12/17 09:00:00+00,0,103.8,80.4,5.1,12411
2008/08/27 11:00:00+00,0,171.6,82.3,17.7,12412
2017/10/19 00:00:00+00,0,0,,,12413
2009/10/11 19:00:00+00,0,-2.1,75.8,12,12414
2018/10/25 11:00:00+00,0,305,,,12415
2018/09/03 20:00:00+00,0,0,,,12416
2006/01/20 10:00:00+00,0,107.4,71.3,8.3,12417
2017/10/12 08:00:00+00,0,157.3,,,12418
2018/07/03 05:00:00+00,0,133,,,12419
2015/09/29 22:00:00+00,0,0,83.9,13.5,12420
2009/12/17 11:00:00+00,0,160.4,72.7,5.8,12421
2008/08/28 09:00:00+00,0,94.1,91.2,17.1,12422
2017/10/21 22:00:00+00,0,0,,,12423
2009/10/12 02:00:00+00,0,-1.8,80.8,9.5,12424
2018/10/26 23:00:00+00,0,0,,,12425
2018/09/04 06:00:00+00,0,18.3,,,12426
2006/01/20 20:00:00+00,0,-2.7,78.8,6.4,12427
2017/10/13 09:00:00+00,0,131.3,,,12428
2018/07/07 10:00:00+00,0,728.2,,,12429
2016/09/19 09:00:00+00,0,88.1,,,12430
2009/12/20 21:00:00+00,0,-1.2,89.5,1.8,12431
2008/08/28 20:00:00+00,0,-1,91.6,17,12432
2017/10/23 11:00:00+00,0,105.9,,,12433
2009/10/13 03:00:00+00,0,-1.4,97.4,5.5,12434
2018/10/27 06:00:00+00,0,3.4,,,12435
2018/09/06 08:00:00+00,0,369.8,,,12436
2006/01/24 12:00:00+00,0,179.6,72.2,3.6,12437
2017/10/15 22:00:00+00,0,0,,,12438
2018/07/10 22:00:00+00,0,0,,,12439
2016/09/25 09:00:00+00,0.2,250.2,,,12440
2009/12/20 22:00:00+00,0.4,-0.8,93.3,1.4,12441
2008/08/29 06:00:00+00,0,38.7,95.4,17,12442
2017/10/24 15:00:00+00,0.2,13.4,,,12443
2009/10/18 13:00:00+00,0,192.1,53.3,13.1,12444
2018/10/27 13:00:00+00,0.8,88.2,,,12445
2018/09/08 23:00:00+00,0,0,,,12446
2006/01/26 05:00:00+00,0,-2.9,82.9,1.7,12447
2017/10/19 13:00:00+00,0,55.6,,,12448
2018/07/11 12:00:00+00,0,566,,,12449
2016/10/03 00:00:00+00,0,0,,,12450
2015/08/22 10:00:00+00,0,397.8,68.2,24,12451
2005/11/27 23:00:00+00,0,-3.1,81.8,2.5,12452
2008/08/30 02:00:00+00,0,-0.6,86,18.2,12453
2017/10/25 16:00:00+00,0,7.2,,,12454
2016/11/19 23:00:00+00,0.6,0,,,12455
2009/10/24 15:00:00+00,0,65.9,78.7,15.3,12456
2018/10/28 04:00:00+00,0,0,,,12457
2018/09/13 13:00:00+00,0,570.7,,,12458
2018/05/17 09:00:00+00,0,675.4,,,12459
2006/01/30 23:00:00+00,0,-3,75.1,3.7,12460
2017/10/21 12:00:00+00,0,236.2,,,12461
2018/01/12 11:00:00+00,0.2,61.1,,,12462
2018/07/12 07:00:00+00,0.2,79.8,,,12463
2016/10/09 06:00:00+00,0,25.4,,,12464
2015/08/22 17:00:00+00,0.2,31.4,98.9,20.2,12465
2005/11/28 11:00:00+00,0,86.9,80.8,4.5,12466
2008/08/30 06:00:00+00,0,39.4,87.5,17.6,12467
2017/11/01 04:00:00+00,0,0,,,12468
2016/11/27 08:00:00+00,0,1.9,,,12469
2009/10/24 18:00:00+00,0,-1.6,76.8,14.7,12470
2018/10/28 10:00:00+00,0,271.6,,,12471
2018/09/15 21:00:00+00,0,0,,,12472
2018/05/17 22:00:00+00,0,0,,,12473
2006/02/02 17:00:00+00,0,-0.3,78.1,-0.7,12474
2017/10/22 21:00:00+00,0,0,,,12475
2018/01/13 04:00:00+00,0,0,,,12476
2018/07/13 13:00:00+00,0,344.7,,,12477
2016/10/10 11:00:00+00,0,390.1,,,12478
2015/08/23 09:00:00+00,1.6,63.9,100,15.4,12479
2005/11/30 03:00:00+00,0,0.3,93.7,-0.1,12480
2008/09/04 01:00:00+00,0.4,0.2,89.6,12.9,12481
2017/11/02 13:00:00+00,0,249.4,,,12482
2016/12/02 00:00:00+00,0,0,,,12483
2009/10/28 19:00:00+00,0,-1.3,90.1,11.8,12484
2018/10/30 17:00:00+00,0,6.1,,,12485
2018/09/17 05:00:00+00,0,2.1,,,12486
2018/05/20 17:00:00+00,0,128.3,,,12487
2006/02/05 11:00:00+00,0,204.3,79.4,5.5,12488
2017/10/24 14:00:00+00,0.2,33.7,,,12489
2018/01/17 19:00:00+00,0,0,,,12490
2018/07/16 01:00:00+00,0,0,,,12491
2016/10/11 16:00:00+00,0,41.1,,,12492
2015/08/24 12:00:00+00,0.6,142.8,100,15.2,12493
2005/12/06 07:00:00+00,0.2,-1.7,89.3,5.8,12494
2018/05/21 11:00:00+00,0,723.3,,,12495
2005/12/07 04:00:00+00,0,-3.1,96,0.4,12496
2018/05/21 12:00:00+00,0,584.2,,,12497
2005/12/08 21:00:00+00,0,-1.6,91.1,5.2,12498
2018/05/21 22:00:00+00,0,0,,,12499
2005/12/08 23:00:00+00,0,-1.7,93.7,4.2,12500
2018/05/22 21:00:00+00,0,0,,,12501
2005/12/11 04:00:00+00,0,-2.2,95.6,1,12502
2018/05/26 11:00:00+00,0,337.7,,,12503
2005/12/15 17:00:00+00,0,-0.8,72.4,10.1,12504
2018/05/27 13:00:00+00,0,568.6,,,12505
2005/12/19 00:00:00+00,2.2,-0.2,91.7,8.9,12506
2018/05/27 21:00:00+00,0,0,,,12507
2005/12/21 07:00:00+00,0.2,-1.5,93.3,7.3,12508
2018/05/30 18:00:00+00,0,18.1,,,12509
2005/12/21 17:00:00+00,0,-0.3,79.9,10.6,12510
2018/06/01 14:00:00+00,0,551.8,,,12511
2005/12/23 09:00:00+00,0,0.9,72,9.5,12512
2018/06/02 11:00:00+00,0,790.8,,,12513
2005/12/26 17:00:00+00,0,-0.6,84,5,12514
2018/06/02 16:00:00+00,0,258.7,,,12515
2005/10/26 20:00:00+00,0,-0.9,89,16.8,12516
2018/06/03 02:00:00+00,0,0,,,12517
2005/10/30 04:00:00+00,0,-0.1,86.4,16.7,12518
2018/06/03 03:00:00+00,0,2.3,,,12519
2005/10/31 01:00:00+00,0,-2.6,78.4,13.3,12520
2018/06/07 14:00:00+00,0,209.8,,,12521
2005/10/31 19:00:00+00,0,-0.8,81.6,13.5,12522
2018/06/07 19:00:00+00,0,5.6,,,12523
2005/11/02 17:00:00+00,0,11,79.3,16.6,12524
2018/06/12 18:00:00+00,0,147.6,,,12525
2005/11/02 23:00:00+00,0,-0.9,79.5,15.2,12526
2018/06/18 02:00:00+00,0,0.4,,,12527
2005/11/10 02:00:00+00,0,-0.6,78.4,10,12528
2018/06/23 23:00:00+00,0,0,,,12529
2005/11/12 00:00:00+00,0.2,-1.5,76.1,8.2,12530
2018/06/27 14:00:00+00,0,694.8,,,12531
2005/11/12 03:00:00+00,0,-2.2,74.8,7.5,12532
2018/06/27 16:00:00+00,0,414.4,,,12533
2009/10/07 07:00:00+00,0,31.7,83.4,10.7,12534
2018/06/29 05:00:00+00,0,186.4,,,12535
2009/10/07 21:00:00+00,0,1.6,79.4,9.9,12536
2018/07/01 01:00:00+00,0,0,,,12537
2017/11/05 17:00:00+00,0,6.2,,,12538
2008/09/05 08:00:00+00,0.8,40.2,91.3,15.4,12539
2018/09/17 14:00:00+00,0,366.9,,,12540
2018/11/06 15:00:00+00,0,69.3,,,12541
2017/10/28 06:00:00+00,0,1.9,,,12542
2006/02/06 03:00:00+00,0,-0.5,79,5,12543
2015/08/25 01:00:00+00,0,0,97,12.4,12544
2009/10/29 18:00:00+00,0,-1.5,83,14.8,12545
2016/10/13 22:00:00+00,0,0,,,12546
2017/11/07 16:00:00+00,1.4,7,,,12547
2008/09/09 03:00:00+00,0.8,-0.2,92.9,13.4,12548
2016/12/04 20:00:00+00,0,0,,,12549
2018/09/21 15:00:00+00,0,141.7,,,12550
2018/07/18 02:00:00+00,0,0,,,12551
2018/11/08 12:00:00+00,0.2,136.1,,,12552
2017/10/30 15:00:00+00,0,131.2,,,12553
2006/02/07 13:00:00+00,0,59.3,73.1,9,12554
2018/01/19 11:00:00+00,0,221.5,,,12555
2015/08/25 03:00:00+00,0,0,93,12.8,12556
2009/11/01 01:00:00+00,0,-1.1,92.4,13.6,12557
2016/10/15 08:00:00+00,0,249.2,,,12558
2016/04/04 23:00:00+00,0,0,,,12559
2008/09/09 12:00:00+00,0,120.8,89.6,17.8,12560
2016/12/04 23:00:00+00,0,0,,,12561
2018/09/21 16:00:00+00,0,54,,,12562
2018/07/20 16:00:00+00,0,157.5,,,12563
2018/11/11 10:00:00+00,0.4,239.8,,,12564
2017/10/31 02:00:00+00,0,0,,,12565
2005/08/06 19:00:00+00,0,5.8,68.8,16.8,12566
2018/01/22 09:00:00+00,0,13.1,,,12567
2015/08/25 04:00:00+00,0,0.2,95.4,12,12568
2009/11/01 22:00:00+00,0,-0.7,83,9.4,12569
2016/10/15 19:00:00+00,0,0,,,12570
2016/04/06 13:00:00+00,0,580.8,,,12571
2008/09/10 06:00:00+00,0,77.3,89.7,15,12572
2016/12/10 00:00:00+00,0.2,0,,,12573
2018/09/23 03:00:00+00,0.4,0,,,12574
2018/07/23 22:00:00+00,0,0,,,12575
2018/11/12 13:00:00+00,0,274.4,,,12576
2017/11/01 18:00:00+00,0,0,,,12577
2005/08/07 10:00:00+00,0,774,41.7,21.3,12578
2018/01/22 11:00:00+00,0,83.3,,,12579
2015/08/27 10:00:00+00,0,297.3,63.9,18.6,12580
2009/11/02 05:00:00+00,0,-1.6,91.9,7.5,12581
2016/10/19 19:00:00+00,0,0,,,12582
2016/04/06 14:00:00+00,0.2,528.4,,,12583
2008/09/14 04:00:00+00,0,-0.9,97.9,10.4,12584
2017/08/18 04:00:00+00,0,1.1,,,12585
2018/09/26 09:00:00+00,0,431.8,,,12586
2018/07/28 12:00:00+00,0,275,,,12587
2018/11/12 22:00:00+00,0,0,,,12588
2017/11/03 20:00:00+00,0,0,,,12589
2005/08/09 16:00:00+00,0,361.4,47.4,24,12590
2005/09/28 17:00:00+00,0.4,11.1,84.1,13,12591
2018/01/26 16:00:00+00,0,46.8,,,12592
2015/08/31 22:00:00+00,0,0,100,12.9,12593
2009/11/03 01:00:00+00,0,-0.3,94.2,11.3,12594
2016/10/21 17:00:00+00,0,0,,,12595
2016/04/09 06:00:00+00,0,131,,,12596
2008/09/16 10:00:00+00,0,275.5,63.1,15.4,12597
2006/01/23 21:00:00+00,0,-0.6,75.2,2.6,12598
2017/08/18 08:00:00+00,0.4,172.9,,,12599
2018/09/28 01:00:00+00,0,0,,,12600
2018/07/29 08:00:00+00,0,70.8,,,12601
2018/11/13 09:00:00+00,0,134.9,,,12602
2017/11/06 04:00:00+00,0,0,,,12603
2005/08/11 03:00:00+00,0,-2.4,90.3,14.6,12604
2005/10/03 14:00:00+00,0,125.5,52.9,15.6,12605
2018/01/27 19:00:00+00,0,0,,,12606
2015/09/01 12:00:00+00,0.2,217.8,75.4,19.3,12607
2009/11/04 06:00:00+00,0,-1.4,81.9,8.7,12608
2016/10/24 17:00:00+00,0.2,0,,,12609
2016/04/09 23:00:00+00,0,0,,,12610
2008/09/17 08:00:00+00,0,70.6,77.2,12.8,12611
2006/01/28 22:00:00+00,0,-2.8,81.1,1.6,12612
2017/09/02 06:00:00+00,0,146.8,,,12613
2018/09/30 11:00:00+00,0,215.4,,,12614
2015/09/03 05:00:00+00,0,6.8,91,11.8,12615
2018/10/02 02:00:00+00,0,0,,,12616
2015/09/08 12:00:00+00,0,378.6,74.6,15.2,12617
2018/10/02 11:00:00+00,0,338.2,,,12618
2015/09/09 07:00:00+00,0,179.5,87.9,14,12619
2018/10/05 12:00:00+00,0,446.6,,,12620
2015/09/10 03:00:00+00,0,0,99.6,11.9,12621
2018/10/10 00:00:00+00,0,0,,,12622
2015/09/10 11:00:00+00,0,596.5,59.7,21.9,12623
2018/10/14 23:00:00+00,0,0,,,12624
2015/09/15 11:00:00+00,0.2,480.3,80.3,17.8,12625
2018/10/16 16:00:00+00,0,4.3,,,12626
2015/09/17 05:00:00+00,0,4.4,94.4,10.4,12627
2018/10/18 04:00:00+00,0,0,,,12628
2015/09/21 19:00:00+00,0,0,90,13.1,12629
2018/10/18 08:00:00+00,0,221.6,,,12630
2015/09/22 07:00:00+00,0,128.7,97.7,12.3,12631
2018/10/20 14:00:00+00,0,202.6,,,12632
2005/08/19 18:00:00+00,0,47.4,51.6,18.8,12633
2018/01/30 02:00:00+00,0,0,,,12634
2018/11/19 00:00:00+00,0,0,,,12635
2018/07/30 12:00:00+00,0,285.6,,,12636
2005/10/03 22:00:00+00,0,-0.9,78.3,12.4,12637
2017/09/05 23:00:00+00,0,0,,,12638
2016/10/29 11:00:00+00,0,43.5,,,12639
2017/11/08 05:00:00+00,0,0,,,12640
2009/11/12 01:00:00+00,0,-0.7,92.4,10.3,12641
2008/09/27 15:00:00+00,0,268.5,57,18,12642
2006/01/29 18:00:00+00,0,-2.4,76.8,3,12643
2018/02/02 21:00:00+00,0,0,,,12644
2017/12/22 07:00:00+00,0.2,0,,,12645
2016/04/15 12:00:00+00,0.2,168.5,,,12646
2018/08/01 16:00:00+00,0,274.7,,,12647
2005/08/20 18:00:00+00,0,80.2,53.1,20.6,12648
2005/10/13 19:00:00+00,0,-2.6,73,12.1,12649
2017/09/09 12:00:00+00,0.6,466.9,,,12650
2016/10/31 06:00:00+00,0,0,,,12651
2017/11/08 23:00:00+00,0,0,,,12652
2009/11/19 15:00:00+00,0,37.7,71.6,14.2,12653
2008/10/01 14:00:00+00,0,301.6,45.3,15.5,12654
2006/01/29 19:00:00+00,0,-2,75.6,2.8,12655
2018/02/03 15:00:00+00,0.2,56.2,,,12656
2017/12/23 18:00:00+00,0,0,,,12657
2016/04/16 14:00:00+00,0,358.2,,,12658
2018/08/03 09:00:00+00,0,550.4,,,12659
2005/08/20 20:00:00+00,0,-2.9,63.6,18.1,12660
2005/10/16 04:00:00+00,0,-0.7,84.4,12.7,12661
2017/09/10 18:00:00+00,0,2.2,,,12662
2016/11/04 13:00:00+00,0,136.5,,,12663
2017/11/09 16:00:00+00,0,27.4,,,12664
2009/11/19 20:00:00+00,0,-1.3,71.7,14.2,12665
2008/10/04 07:00:00+00,0,90.1,78.6,9.1,12666
2006/02/03 06:00:00+00,0,-0.4,82.2,-2.1,12667
2018/02/05 15:00:00+00,0,102.3,,,12668
2017/12/24 00:00:00+00,0.2,0,,,12669
2016/04/18 14:00:00+00,0,481.5,,,12670
2018/08/07 01:00:00+00,0,0,,,12671
2005/08/29 13:00:00+00,0,452.2,53.2,23.8,12672
2005/10/17 21:00:00+00,0,-2,87,14.4,12673
2017/09/11 12:00:00+00,0,391.9,,,12674
2016/11/08 14:00:00+00,0,86.2,,,12675
2017/11/12 13:00:00+00,0,167.3,,,12676
2009/11/21 16:00:00+00,0,0.4,92.8,14.3,12677
2008/10/05 13:00:00+00,0,104.8,86.2,11.9,12678
2006/02/03 18:00:00+00,0,-0.4,79.5,-0.1,12679
2018/02/14 04:00:00+00,0,0,,,12680
2017/12/24 06:00:00+00,0,0.2,,,12681
2016/04/20 07:00:00+00,0,354.2,,,12682
2018/08/09 06:00:00+00,0,80.5,,,12683
2005/09/11 12:00:00+00,0,109.7,80.1,15.5,12684
2005/10/21 08:00:00+00,0,55.6,78.1,13.3,12685
2017/09/15 23:00:00+00,0,0,,,12686
2016/11/10 02:00:00+00,0,0,,,12687
2017/11/14 15:00:00+00,0.8,31.6,,,12688
2009/11/23 00:00:00+00,0.2,-1,75.1,10.1,12689
2008/10/06 13:00:00+00,0,129.3,82.5,15.6,12690
2006/02/05 05:00:00+00,0,-2.3,94.1,0,12691
2018/02/15 20:00:00+00,0,0,,,12692
2017/12/24 15:00:00+00,0,37.3,,,12693
2016/04/22 03:00:00+00,0,0,,,12694
2018/08/11 18:00:00+00,0.4,22,,,12695
2005/09/12 20:00:00+00,0,-3.2,75.9,16.5,12696
2005/10/23 05:00:00+00,0.2,-0.4,93.2,10.3,12697
2017/09/20 06:00:00+00,0,34.9,,,12698
2016/11/10 03:00:00+00,0,0,,,12699
2017/11/17 00:00:00+00,0,0,,,12700
2009/11/24 20:00:00+00,0.2,-1.5,86.3,13.1,12701
2008/10/07 17:00:00+00,0,6.7,79.6,13.4,12702
2006/02/05 08:00:00+00,0,35.1,94.2,-0.3,12703
2018/02/16 14:00:00+00,0,296.6,,,12704
2017/12/25 05:00:00+00,0,0,,,12705
2016/04/25 20:00:00+00,0,0,,,12706
2018/08/11 23:00:00+00,1.4,0.1,,,12707
2005/11/21 01:00:00+00,0,-2.4,97.5,-1.7,12708
2005/10/26 01:00:00+00,0,-2.1,84.8,12.8,12709
2017/09/20 08:00:00+00,0,121.1,,,12710
2016/11/10 08:00:00+00,0,29.4,,,12711
2017/11/18 02:00:00+00,0,0.2,,,12712
2009/11/26 03:00:00+00,0,-0.3,87.6,7.5,12713
2008/10/08 09:00:00+00,0,393.5,60.5,17.4,12714
2005/07/03 23:00:00+00,0,-1.5,69.6,15.4,12715
2018/02/20 16:00:00+00,0,187.5,,,12716
2017/12/26 20:00:00+00,1.2,0,,,12717
2016/04/30 15:00:00+00,0.2,404.7,,,12718
2018/08/12 07:00:00+00,0.4,48.2,,,12719
2005/11/21 18:00:00+00,0,-0.7,94.3,2.8,12720
2006/02/08 09:00:00+00,0,193.6,64.9,8.5,12721
2017/09/20 11:00:00+00,0,514.8,,,12722
2016/11/10 23:00:00+00,0,0,,,12723
2017/11/18 20:00:00+00,0.4,0,,,12724
2009/11/27 02:00:00+00,0,-0.5,92.7,6.6,12725
2008/10/10 23:00:00+00,0,-1.6,86.3,12,12726
2005/07/03 10:00:00+00,0.2,844.2,41.8,21.2,12727
2018/02/22 11:00:00+00,0,371.6,,,12728
2018/01/09 00:00:00+00,0,0,,,12729
2016/05/16 11:00:00+00,0,745.5,,,12730
2018/08/15 10:00:00+00,0,319.8,,,12731
2005/11/22 07:00:00+00,0,-0.2,98.2,2.2,12732
2006/02/20 04:00:00+00,0,-0.9,74.9,4.5,12733
2005/07/04 00:00:00+00,0,-1.5,68.6,14.9,12734
2006/02/20 21:00:00+00,0,-2.7,73.8,4.2,12735
2005/06/30 13:00:00+00,0,235.5,70.6,17,12736
2006/02/23 01:00:00+00,0,-0.6,69.5,2.1,12737
2005/06/27 18:00:00+00,0,184.4,40,23.7,12738
2006/03/11 19:00:00+00,0,-1.2,61.9,5.6,12739
2008/08/14 09:00:00+00,0,485.3,63.9,18,12740
2006/03/16 03:00:00+00,0,-1.7,69.7,1.3,12741
2008/08/15 08:00:00+00,0,346.5,68.7,17.8,12742
2006/03/19 05:00:00+00,,,,,12743
2008/08/15 23:00:00+00,0,-0.7,82.7,14.9,12744
2006/03/20 15:00:00+00,0,73.6,67.5,6.5,12745
2008/08/16 13:00:00+00,0,152.4,79.4,15.9,12746
2005/12/28 18:00:00+00,0,-3.2,83.5,-0.5,12747
2008/08/17 10:00:00+00,0,407.9,63.9,18,12748
2005/12/30 02:00:00+00,0,-0.6,87.2,3.3,12749
2008/08/18 01:00:00+00,0,0.1,92.7,15.2,12750
2006/01/01 19:00:00+00,0,-1.2,82.4,8.3,12751
2008/08/18 14:00:00+00,0,320.4,79.1,18.3,12752
2006/01/02 09:00:00+00,0,9,94.5,1.8,12753
2008/08/21 09:00:00+00,0,270.8,74.1,18,12754
2006/01/08 05:00:00+00,0,-0.7,90.4,1,12755
2008/08/22 16:00:00+00,0,390,46.4,19.8,12756
