Date_Time,Rainfall,Solar_Energy,Relative_Humidity,Temperature,ObjectId
2016/02/09 08:00:00+00,0,4.2,,,514
2016/02/12 01:00:00+00,0,0,,,515
2016/02/17 00:00:00+00,0,0,,,516
2008/04/29 13:00:00+00,0.6,110.4,82.4,9.3,517
2016/09/15 09:00:00+00,0,395.8,,,518
2006/10/14 18:00:00+00,0,-1.1,84.4,15.8,519
2011/05/01 21:00:00+00,0,0,47.9,13.7,520
2011/06/01 14:00:00+00,0,317,63.9,17.6,521
2006/03/15 17:00:00+00,0,55.3,45.7,9,522
2008/05/05 20:00:00+00,0,-1.1,81.2,17.2,523
2016/09/24 22:00:00+00,0.4,0,,,524
2006/10/19 14:00:00+00,0,110.8,71.6,16.3,525
2011/05/02 20:00:00+00,0,0,46.7,10.6,526
2011/06/04 10:00:00+00,0,389.5,60.8,20.5,527
2006/03/17 09:00:00+00,0,83.3,74.8,2.1,528
2008/05/05 21:00:00+00,0,-1.4,70,17,529
2016/11/22 21:00:00+00,0,0,,,530
2006/09/08 18:00:00+00,0,13.3,45.6,19.9,531
2011/05/04 15:00:00+00,0,108.5,39.2,16.9,532
2011/06/09 15:00:00+00,0,532.5,44.2,17,533
2011/02/22 14:00:00+00,0,101,88.8,9.1,534
2008/05/05 23:00:00+00,0,-2.4,70.7,14.7,535
2016/11/24 08:00:00+00,0,1.4,,,536
2006/10/25 09:00:00+00,0.2,27.7,88.8,13.2,537
2011/05/07 15:00:00+00,0.8,53.3,78.5,18.7,538
2011/06/14 08:00:00+00,0,704.8,51.4,19.7,539
2011/02/25 13:00:00+00,0,65.5,86.1,12.7,540
2012/04/10 04:00:00+00,0,0,87.3,6.6,541
2011/07/07 02:00:00+00,0,0,84.3,13.2,542
2006/10/23 09:00:00+00,0,216,83,13.2,543
2012/04/11 16:00:00+00,0,71.7,65.6,11.1,544
2011/07/07 22:00:00+00,0,0,97.3,12.9,545
2011/02/27 02:00:00+00,0,0,85,5.7,546
2008/05/10 07:00:00+00,0,98.3,96.4,15.3,547
2016/12/15 15:00:00+00,0,8.8,,,548
2006/10/25 01:00:00+00,0,-2,89,9.5,549
2008/05/13 03:00:00+00,0,-2,81.7,11.6,550
2016/01/20 02:00:00+00,0,0,,,551
2011/02/28 05:00:00+00,0,0,81.3,5.7,552
2008/05/14 17:00:00+00,0,104,55.1,18.7,553
2016/02/07 22:00:00+00,0.8,1.7,,,554
2006/09/29 16:00:00+00,,,,,555
2008/05/18 00:00:00+00,0,-0.6,82.2,11.2,556
2011/07/27 03:00:00+00,0,2,85.4,15.7,557
2011/03/11 18:00:00+00,0,12.5,82.6,10.2,558
2008/05/20 01:00:00+00,0,-0.8,63.8,9.8,559
2012/11/23 07:00:00+00,0,0,98.4,5.8,560
2006/09/29 10:00:00+00,0,123.6,85.6,16.5,561
2008/05/24 07:00:00+00,0,181.8,74.7,13.4,562
2017/01/08 15:00:00+00,0,44.8,,,563
2011/03/12 02:00:00+00,0,0,87.5,9,564
2008/05/24 14:00:00+00,0,527.8,53.2,20,565
2016/02/19 09:00:00+00,0,123.3,,,566
2006/09/17 13:00:00+00,0,131,78.7,19.6,567
2008/05/27 22:00:00+00,0,-0.8,87,13.6,568
2012/11/28 18:00:00+00,0,0,73.5,6.2,569
2011/03/13 01:00:00+00,0,0,95.8,9.4,570
2008/05/28 01:00:00+00,0.8,-0.4,93.6,13.1,571
2012/11/29 01:00:00+00,0,0,86.5,2.3,572
2006/09/20 19:00:00+00,0,-2.8,80.6,18.4,573
2008/05/28 20:00:00+00,0,0.2,97.2,12,574
2014/03/28 18:00:00+00,0,24.6,86.9,8.9,575
2011/03/19 05:00:00+00,0,0,100,0.6,576
2008/06/01 15:00:00+00,0,69.9,68.3,19.3,577
2012/07/01 18:00:00+00,0,38.4,80.4,15.8,578
2006/09/23 10:00:00+00,0,582,61.3,21.3,579
2008/06/02 20:00:00+00,0.6,0.1,94.3,15.2,580
2014/03/29 20:00:00+00,0,0,54.7,13.6,581
2011/03/21 07:00:00+00,0,8,91.1,9.4,582
2008/06/04 15:00:00+00,0,190.4,58,18.2,583
2008/07/23 23:00:00+00,0,-2.4,77.6,18.5,584
2006/09/25 19:00:00+00,0,-2.3,85.8,16.1,585
2008/06/04 16:00:00+00,0,277.8,60.5,17.7,586
2012/07/08 02:00:00+00,0,0,100,14.3,587
2011/03/21 16:00:00+00,0,235.3,68.6,15.2,588
2008/06/07 16:00:00+00,0,487.4,49.4,20.4,589
2014/04/03 00:00:00+00,0,0,88.1,13.2,590
2006/11/02 10:00:00+00,0,339.2,49.3,10.4,591
2008/06/11 19:00:00+00,0,5,85,16.6,592
2011/03/22 12:00:00+00,0,354,68.1,14.9,593
2008/06/14 01:00:00+00,0,-1.4,69,11.5,594
2006/11/01 22:00:00+00,0,-3.4,78.9,3.5,595
2008/06/14 18:00:00+00,0,85.7,64.7,16.1,596
2011/03/26 02:00:00+00,0,0,89.2,8.8,597
2008/06/17 17:00:00+00,0,123.1,73.4,15.4,598
2006/11/04 01:00:00+00,0,-2.4,92.7,1.2,599
2011/03/26 09:00:00+00,0,146.8,75.8,9.6,600
2008/06/20 02:00:00+00,0,-1,84.3,12.8,601
2008/06/21 15:00:00+00,0,154.8,82,18.1,602
2008/06/26 21:00:00+00,0.4,-0.1,93.5,14.9,603
2008/06/28 18:00:00+00,0,194.3,62,17.7,604
2008/07/02 19:00:00+00,0,59.6,70.3,17.2,605
2008/07/03 16:00:00+00,0,478.8,53.4,18.8,606
2008/07/06 23:00:00+00,0,-0.4,91.2,12.7,607
2012/04/12 13:00:00+00,0.2,505.4,53.4,15.2,608
2012/04/13 13:00:00+00,0,533.9,41.3,15.4,609
2012/04/20 01:00:00+00,0,0,97.8,6.5,610
2012/04/21 20:00:00+00,0,0,91.5,7.8,611
2012/04/26 04:00:00+00,0,1,94.4,8.2,612
2012/04/28 05:00:00+00,0,6.6,99.5,7.7,613
2012/04/29 09:00:00+00,1.6,35.5,97.5,6,614
2012/04/30 04:00:00+00,0,1.8,85.5,9,615
2012/05/01 03:00:00+00,0,0.6,97.4,12.3,616
2012/05/07 09:00:00+00,0,94.2,96.6,8.7,617
2012/05/10 05:00:00+00,0.2,45.1,97.3,14.7,618
2012/05/14 17:00:00+00,0.6,105.4,75.8,11.7,619
2012/05/16 02:00:00+00,0,0,93.5,4.3,620
2012/05/17 00:00:00+00,0,0,85.4,8.3,621
2012/05/17 20:00:00+00,0,0,58,12.3,622
2012/05/18 10:00:00+00,0,477.2,57.3,15.5,623
2012/05/20 18:00:00+00,0,88,72.5,13.1,624
2012/05/23 17:00:00+00,0,259.2,68.5,19.8,625
2012/05/24 20:00:00+00,0,0.2,75.9,23.2,626
2012/05/25 21:00:00+00,0,0,53.6,20.2,627
2012/05/26 17:00:00+00,0,280.3,32.6,25.6,628
2012/05/26 19:00:00+00,0,31.3,38.6,23.4,629
2012/05/26 22:00:00+00,0,0,55.1,19,630
2012/05/29 13:00:00+00,0,622.3,47.6,25.2,631
2012/06/01 12:00:00+00,0,368.1,68.1,22.8,632
2012/06/01 15:00:00+00,0,315.2,66.7,21.7,633
2012/06/02 00:00:00+00,0,0,95.7,15.8,634
2012/06/02 06:00:00+00,0,66.5,96,16.4,635
2012/06/02 12:00:00+00,0,314.1,75.1,19.3,636
2012/06/05 08:00:00+00,0,84.8,84.4,12.5,637
2012/06/07 11:00:00+00,1.8,112.4,97.9,14.7,638
2012/06/08 00:00:00+00,0.8,0.4,91.8,12.9,639
2012/06/09 17:00:00+00,0,287,54.9,16.3,640
2012/06/15 13:00:00+00,0.2,296.3,80.9,15.8,641
2012/06/16 07:00:00+00,0,102.2,81.4,14.7,642
2012/06/16 19:00:00+00,0,12.9,94.6,13.8,643
2012/06/20 04:00:00+00,0,36.8,98.2,11,644
2011/08/02 19:00:00+00,,,,,645
2011/08/03 06:00:00+00,,,,,646
2011/08/04 12:00:00+00,0.2,556.2,76.2,21.1,647
2011/08/09 22:00:00+00,0,0,76.5,13.6,648
2011/08/10 08:00:00+00,0,329.7,71.4,16.6,649
2011/08/10 15:00:00+00,0,303.9,57,20.8,650
2011/08/11 08:00:00+00,0.2,107.9,98.2,17,651
2011/08/11 22:00:00+00,0,0,96.8,16.7,652
2011/08/12 11:00:00+00,0,174.7,71.9,21.3,653
2011/08/15 02:00:00+00,0,0,93.4,13.4,654
2011/08/16 23:00:00+00,0,0,96,15.6,655
2011/08/18 12:00:00+00,0,146,85.5,13.8,656
2011/08/22 03:00:00+00,0,0,99.9,12.4,657
2011/08/23 06:00:00+00,0,59.3,77.8,15.9,658
2011/08/25 08:00:00+00,0,209.6,83.1,15.9,659
2011/08/26 12:00:00+00,0,163.6,70.5,18.4,660
2011/08/27 06:00:00+00,0,140.4,85.4,14.7,661
2011/08/29 16:00:00+00,0,138,54.1,17.7,662
2011/09/02 14:00:00+00,0,495.3,60.9,23.8,663
2011/09/03 08:00:00+00,0,100.9,85.1,17.4,664
2011/09/03 16:00:00+00,0,66.4,74.9,20,665
2011/09/07 09:00:00+00,0,257.2,73.7,16.4,666
2011/09/09 04:00:00+00,0,0,100,17.3,667
2011/09/10 13:00:00+00,0,272.6,75.5,20.8,668
2011/09/14 18:00:00+00,0,2.9,74.8,14.7,669
2011/09/15 13:00:00+00,0,397.8,48.8,21.4,670
2011/09/20 14:00:00+00,0.4,63,98.1,16.3,671
2011/09/23 21:00:00+00,0,0,91.8,13.3,672
2011/09/25 10:00:00+00,0.8,65,98.6,16.5,673
2011/09/25 20:00:00+00,0,0,79.7,16,674
2011/09/30 16:00:00+00,0,83,51.4,25.9,675
2011/10/03 11:00:00+00,0,463.5,50.1,26,676
2011/10/05 12:00:00+00,0,119.9,84.2,18.4,677
2011/10/06 05:00:00+00,0,0,72.4,12.5,678
2011/10/11 01:00:00+00,0,0,90.4,16.5,679
2011/10/12 00:00:00+00,0.2,0,96.2,15.5,680
2011/10/15 05:00:00+00,0,0,87.3,9.2,681
2011/10/18 01:00:00+00,0,0,91.5,9.8,682
2011/10/18 02:00:00+00,0,0.3,83.3,9.5,683
2011/10/20 11:00:00+00,0,315.8,52.7,14.6,684
2011/10/22 22:00:00+00,0,0,87.5,13.6,685
2012/01/14 20:00:00+00,0,0,82.9,4.6,686
2012/01/17 08:00:00+00,0,0.3,97.1,0.1,687
2012/01/17 17:00:00+00,0,2.8,91,5.5,688
2012/01/21 03:00:00+00,0,0,100,10.4,689
2012/01/21 04:00:00+00,0,0,100,10.3,690
2012/01/22 17:00:00+00,0,5,64.5,10,691
2012/01/27 12:00:00+00,0,278.6,69.3,10.2,692
2012/01/27 22:00:00+00,0,0,87.4,5.7,693
2012/01/30 19:00:00+00,0,0,80.8,3.4,694
2012/01/31 21:00:00+00,0,0,84.9,1.6,695
2012/02/01 00:00:00+00,0,0,83.2,0.4,696
2012/02/01 05:00:00+00,0,0,78.2,0.9,697
2012/02/01 09:00:00+00,0,27.8,78.4,0.1,698
2012/02/03 09:00:00+00,0,96,84.6,-3.2,699
2012/02/04 22:00:00+00,0,0,98.9,4.1,700
2012/02/07 08:00:00+00,0,0.6,97,3,701
2012/02/11 14:00:00+00,0,341.5,50.2,5.6,702
2012/02/15 01:00:00+00,0,0,72.2,9.5,703
2012/02/17 05:00:00+00,0,0,97.9,9.3,704
2012/02/24 20:00:00+00,0,0,100,10,705
2012/02/26 20:00:00+00,0,0,89.1,8,706
2012/02/28 01:00:00+00,0,0,99.9,9.8,707
2012/02/29 03:00:00+00,0,0,96.5,9.3,708
2012/02/29 08:00:00+00,0,8.1,94.3,10.1,709
2012/03/04 06:00:00+00,1.6,0,97.9,7.8,710
2012/03/05 01:00:00+00,0,0,84,3.7,711
2012/03/05 02:00:00+00,0,0,79.7,4.8,712
2012/03/05 09:00:00+00,0,207.7,65.4,9.1,713
2012/03/10 04:00:00+00,0,0,100,9.7,714
2012/03/12 04:00:00+00,0,0,100,7.4,715
2012/03/12 07:00:00+00,0,2.1,100,7.6,716
2012/03/13 09:00:00+00,0,47.2,100,5.6,717
2012/03/14 22:00:00+00,0,0,98.2,5.3,718
2012/03/17 05:00:00+00,2.6,0,98,9.8,719
2012/03/17 09:00:00+00,0,146.5,93.4,9.6,720
2012/03/23 09:00:00+00,0,289.5,64.6,13.8,721
2012/03/29 21:00:00+00,0,0,69.9,11.5,722
2012/03/31 02:00:00+00,0,0,86.3,10,723
2012/04/04 03:00:00+00,0,0,84.4,5,724
2012/04/04 07:00:00+00,0,19,93,4.4,725
2012/08/31 15:00:00+00,0,264.2,61.3,18.3,726
2012/09/07 01:00:00+00,0,0,99.7,13.1,727
2012/09/09 20:00:00+00,0,0,89,18.1,728
2012/09/12 07:00:00+00,0.8,72.4,100,11.4,729
2012/09/18 04:00:00+00,0,0,92.4,11.3,730
2012/09/21 08:00:00+00,0,75.1,87.6,12.8,731
2012/09/22 01:00:00+00,0,0,93.8,9.6,732
2012/09/22 08:00:00+00,0,328.4,72.1,11.8,733
2012/09/23 01:00:00+00,0,0,76.2,10.5,734
2012/09/29 01:00:00+00,0,0,93.6,10.9,735
2012/09/29 02:00:00+00,0,0,95.4,10.1,736
2012/10/01 00:00:00+00,0,0.1,97.1,14.9,737
2012/10/04 06:00:00+00,0,26.7,100,7.6,738
2012/10/05 11:00:00+00,0,240.7,72.8,15.4,739
2012/10/06 19:00:00+00,0,0,94.7,9.6,740
2012/10/07 17:00:00+00,0,3.1,79.9,13,741
2012/10/08 20:00:00+00,0,0,100,12.7,742
2012/10/09 08:00:00+00,0,49.6,95.4,11,743
2012/10/10 12:00:00+00,0,231.5,77.2,14.7,744
2012/10/13 04:00:00+00,0.8,0,98.4,8.1,745
2012/10/14 06:00:00+00,0,11.7,100,2,746
2012/10/21 00:00:00+00,0,0,100,8.6,747
2012/10/23 14:00:00+00,0,34.3,98.2,14.4,748
2012/10/26 09:00:00+00,0.2,98.5,90.2,7.9,749
2012/10/30 02:00:00+00,0,0,99.7,6.7,750
2012/07/10 03:00:00+00,0,0,96,12.8,751
2008/07/26 13:00:00+00,0,812.2,46.9,25,752
2008/07/28 14:00:00+00,0,632.2,38.9,29.3,753
2012/07/25 01:00:00+00,0,0,84.4,15.7,754
2008/08/08 03:00:00+00,0,-0.5,86.2,16,755
2014/04/14 03:00:00+00,0,0,95.9,8.4,756
2008/08/08 19:00:00+00,0,11.9,77.4,17.4,757
2014/04/17 03:00:00+00,0,0,87.6,6.7,758
2008/08/09 22:00:00+00,0,-0.3,92.7,17.8,759
2012/08/05 19:00:00+00,0,5.9,85.2,16.6,760
2008/12/16 00:00:00+00,0,-0.3,97.7,2.2,761
2008/12/22 10:00:00+00,0,51,97.7,10.4,762
2014/07/19 22:00:00+00,0,0,99,17.9,763
2008/12/22 17:00:00+00,0,-0.3,93.7,9.6,764
2014/07/25 20:00:00+00,0,0,65,23.8,765
2008/12/25 21:00:00+00,0,-0.5,75.3,5.9,766
2014/07/30 23:00:00+00,0,0,90.6,16.6,767
2008/03/14 21:00:00+00,0,-0.3,89.7,10.9,768
2014/08/12 23:00:00+00,0.2,0.1,99.3,13.8,769
2008/03/21 06:00:00+00,0,12.9,69.3,7,770
2013/11/29 17:00:00+00,0,0,70.1,9.5,771
2013/12/01 10:00:00+00,0,22.7,96.1,5.7,772
2008/03/26 07:00:00+00,0,84.5,88.4,7.6,773
2013/12/10 12:00:00+00,0,50.1,78.8,10.7,774
2008/04/03 19:00:00+00,0,-2.3,79.7,12.9,775
2014/03/19 06:00:00+00,0,0,96,8.8,776
2008/04/08 09:00:00+00,0,538,51,10.4,777
2014/03/21 14:00:00+00,0.4,447.4,70.8,10.8,778
2014/03/26 23:00:00+00,0,0,82.3,5.2,779
2014/03/30 04:00:00+00,0,0,70.2,9.4,780
2008/04/19 23:00:00+00,0,-0.4,93.8,7.2,781
2008/04/21 15:00:00+00,0,235.7,68.8,14.1,782
2008/05/03 01:00:00+00,0,-0.7,85.5,9.6,783
2008/05/07 08:00:00+00,0,521.2,61.5,18.7,784
2008/05/07 11:00:00+00,0,774.2,44.1,24.1,785
2008/05/08 13:00:00+00,0,776.3,34,24.5,786
2008/05/09 15:00:00+00,0,255.4,63.1,22.1,787
2008/05/09 21:00:00+00,2.6,-0.6,91.3,16.6,788
2008/05/10 14:00:00+00,0,506.7,36.4,25.2,789
2008/05/11 10:00:00+00,0,704.1,39.9,27.1,790
2008/05/13 05:00:00+00,0,88.4,85.6,11.4,791
2008/05/14 16:00:00+00,0,370,51.6,20,792
2008/05/15 01:00:00+00,0,-0.8,75.9,11.2,793
2008/05/15 07:00:00+00,0.8,66.2,91.1,9.1,794
2008/05/20 05:00:00+00,0,115.1,70.1,9.2,795
2008/05/20 09:00:00+00,0,498.9,53.2,12.8,796
2007/11/15 22:00:00+00,0,-1.3,94.3,0.9,797
2007/11/16 05:00:00+00,0,-1.5,96.6,-1.5,798
2007/11/16 08:00:00+00,0,132.4,88.4,1.6,799
2007/11/18 20:00:00+00,0.4,-0.2,94.6,5.2,800
2007/11/21 00:00:00+00,0,-0.4,97.1,8.9,801
2007/11/23 10:00:00+00,0,254.1,60.5,6.4,802
2007/11/26 10:00:00+00,0,82.8,88.3,11.5,803
2007/12/09 08:00:00+00,2.6,2.4,90.1,7.3,804
2007/12/09 22:00:00+00,0,-1.8,78,7.9,805
2007/12/11 17:00:00+00,0,-2,85.8,3.3,806
2007/12/21 04:00:00+00,0,-0.3,89.6,1.8,807
2007/12/21 18:00:00+00,0,-0.3,97,2.2,808
2007/12/22 11:00:00+00,0,169.7,96.7,6.3,809
2007/12/22 13:00:00+00,0,128.7,86.1,9.7,810
2007/12/23 07:00:00+00,0,-0.9,99.1,-1.7,811
2007/12/23 08:00:00+00,0,15.1,99.1,-1.6,812
2007/12/23 11:00:00+00,0,224.9,89.3,5,813
2007/12/29 11:00:00+00,0.2,185.9,73.1,8.5,814
2008/01/02 18:00:00+00,0,-1,72.4,2.6,815
2008/01/04 04:00:00+00,0,-0.3,97.2,3.3,816
2008/01/06 23:00:00+00,0,-0.6,76.3,9.6,817
2008/01/09 12:00:00+00,0,272.5,66.4,8.8,818
2008/01/13 05:00:00+00,0,-1,89.3,10.7,819
2008/01/14 14:00:00+00,1.2,50,77.5,9,820
2008/01/16 14:00:00+00,0,103.2,82.7,7.6,821
2007/08/05 01:00:00+00,0,-1,69.1,15.3,822
2007/08/08 19:00:00+00,0,11.2,59.3,17.7,823
2007/08/13 22:00:00+00,0,-0.5,87.3,16,824
2007/08/15 07:00:00+00,0,210.9,82.7,18.4,825
2007/08/16 22:00:00+00,0,-2.4,80.2,13.2,826
2007/08/17 10:00:00+00,0,577.4,45.3,20.4,827
2012/07/23 09:00:00+00,0,632.9,39,23.7,828
2007/08/23 21:00:00+00,0,-2.1,59.1,18.5,829
2007/08/25 10:00:00+00,0,695.8,54.8,26.4,830
2007/08/28 07:00:00+00,0,147.3,80.7,14.9,831
2007/08/30 23:00:00+00,0,-2.2,81.3,13.9,832
2012/07/25 07:00:00+00,0,330.2,66.3,22.5,833
2007/09/04 21:00:00+00,0,-1.9,86.3,14.8,834
2011/01/23 04:00:00+00,0,0,89.1,6,835
2008/01/29 05:00:00+00,0,-0.4,81.9,9,836
2012/07/27 08:00:00+00,0,457.3,49.9,23.1,837
2007/09/06 01:00:00+00,0,-0.4,87.1,15.9,838
2008/09/08 18:00:00+00,0,6.4,70.1,15.3,839
2011/01/24 01:00:00+00,0,0,84.1,6.4,840
2008/01/29 12:00:00+00,0,273.2,68.9,12.5,841
2012/09/15 03:00:00+00,0,0,99.6,10.1,842
2012/07/28 15:00:00+00,0,564.1,50.6,19.1,843
2007/09/06 21:00:00+00,0,-1.8,89.8,16.8,844
2008/09/12 14:00:00+00,0.2,377.6,74,17.9,845
2011/01/26 00:00:00+00,0,0,99.3,7.1,846
2008/02/03 12:00:00+00,,,,,847
2008/02/05 11:00:00+00,0.2,146.8,81.1,11.3,848
2008/02/06 15:00:00+00,0,136.3,51.1,11.2,849
2008/02/07 15:00:00+00,0,24.7,89.4,11.1,850
2008/02/07 23:00:00+00,0,-0.4,85.6,8.5,851
2008/02/12 09:00:00+00,0,203.4,71.4,8,852
2008/02/12 20:00:00+00,0,-2.2,85.4,6.9,853
2008/02/14 11:00:00+00,0,65.1,86.1,3.1,854
2008/02/19 05:00:00+00,0,-1.8,92.2,-0.7,855
2008/02/24 11:00:00+00,,,,,856
2008/02/25 06:00:00+00,,,,,857
2008/02/26 01:00:00+00,,,,,858
2008/02/26 13:00:00+00,0,466.6,57.1,11.9,859
2008/02/26 15:00:00+00,0,223.2,62.9,10.5,860
2008/03/01 07:00:00+00,0,52.8,62.3,8.6,861
2008/03/01 12:00:00+00,0,508.9,47.9,13.1,862
2008/03/02 01:00:00+00,0,-0.3,93.2,11,863
2008/03/06 10:00:00+00,0,211,73.8,11,864
2008/03/11 02:00:00+00,0,-0.7,70.9,7.5,865
2007/06/24 19:00:00+00,1.6,7.2,91.5,13.9,866
2007/06/26 13:00:00+00,0,584.7,42.1,18.9,867
2007/06/29 20:00:00+00,0,5.4,77.3,15.8,868
2007/07/03 17:00:00+00,0,193,60.2,17.6,869
2007/07/12 17:00:00+00,0,300,70.1,19.1,870
2010/11/25 20:00:00+00,0,0,67.9,3.1,871
2010/11/26 18:00:00+00,0.8,0,97.1,1.8,872
2010/11/27 04:00:00+00,0,0,95.9,-0.3,873
2010/12/01 00:00:00+00,0,0,87.7,-0.9,874
2010/12/05 19:00:00+00,0,0,96.8,1.4,875
2010/12/08 08:00:00+00,0,0,96.9,-0.3,876
2010/12/12 03:00:00+00,0,0,90.4,5.8,877
2010/12/13 05:00:00+00,0,0,92.2,3.7,878
2010/12/13 19:00:00+00,0,0,92.5,3.8,879
2010/12/14 11:00:00+00,0,61.8,96.9,2.4,880
2010/12/16 16:00:00+00,0,24.5,80.2,6.6,881
2010/12/16 20:00:00+00,0,0,79.8,1.8,882
2010/12/19 21:00:00+00,0,0,92.6,-3.7,883
2010/12/22 08:00:00+00,0,0,93.8,-0.1,884
2010/12/23 21:00:00+00,0,0,84.9,0.3,885
2010/12/26 06:00:00+00,0,0,98.3,-6.8,886
2010/12/28 11:00:00+00,0,55.5,100,7.8,887
2011/01/03 07:00:00+00,0,0,81.8,1.7,888
2011/01/09 07:00:00+00,0,0,90.9,2.6,889
2011/01/09 13:00:00+00,0,263,71,8.4,890
2011/01/14 14:00:00+00,0.2,79.5,93.5,10.9,891
2011/01/14 19:00:00+00,0,0,89,10.4,892
2011/01/16 14:00:00+00,0,36.3,90.3,12.6,893
2011/01/19 10:00:00+00,0,151.3,96.4,2.8,894
2012/09/16 08:00:00+00,0,149.6,91,14.7,895
2007/09/08 23:00:00+00,0,-1,76.5,16.4,896
2008/09/13 20:00:00+00,0,-1.8,90.9,14.6,897
2012/09/21 02:00:00+00,0,0,88.3,12.1,898
2011/01/30 20:00:00+00,0,0,82.3,1.1,899
2007/09/11 01:00:00+00,,,,,900
2008/09/14 22:00:00+00,0,-0.9,83.2,14.3,901
2012/09/22 14:00:00+00,0,363.6,42.3,16.3,902
2011/01/30 22:00:00+00,0,0,90.9,-0.7,903
2007/09/19 06:00:00+00,1.4,12,91.1,11.6,904
2008/09/20 20:00:00+00,0,-2.7,71.6,14.3,905
2012/09/24 20:00:00+00,0.8,0,95.1,11.3,906
2011/01/30 23:00:00+00,0,0,93.1,-1.2,907
2007/09/21 02:00:00+00,0,-0.3,81.6,15.5,908
2008/09/22 14:00:00+00,0,256.8,63,18.3,909
2012/07/29 06:00:00+00,3.2,21.4,98.1,12.7,910
2012/09/25 00:00:00+00,1,0,97.7,10.3,911
2011/01/31 23:00:00+00,0,0,87.3,2.1,912
2007/09/21 07:00:00+00,0,128,80.8,16,913
2008/09/23 10:00:00+00,0,266.7,75.2,14.3,914
2012/07/29 13:00:00+00,0,726.2,52.6,19.3,915
2012/09/25 01:00:00+00,0,0,97.8,10,916
2011/02/01 11:00:00+00,0.2,86.5,98.9,6.9,917
2007/09/22 22:00:00+00,0,-1.8,87.9,14.2,918
2008/09/28 23:00:00+00,0,-0.9,78.8,13.1,919
2012/08/04 00:00:00+00,1.8,0,90.6,16.1,920
2008/07/12 02:00:00+00,0,-1.2,78.7,12.3,921
2011/02/03 21:00:00+00,0,0,77.6,9.9,922
2007/09/24 02:00:00+00,0,-0.3,91.1,17.3,923
2008/09/30 00:00:00+00,0,-0.8,78.9,13.8,924
2012/08/06 02:00:00+00,0,0,100,13.3,925
2008/07/18 20:00:00+00,0,0.8,89.3,16.5,926
2011/02/12 17:00:00+00,0,41.5,69.7,9.3,927
2007/09/26 15:00:00+00,0,272.6,40.5,13.3,928
2008/10/05 15:00:00+00,0,49.9,83.2,11.5,929
2012/08/09 11:00:00+00,0,685.7,40.1,30.2,930
2008/07/22 15:00:00+00,0,589.8,61,22.4,931
2011/02/19 17:00:00+00,0,48.5,88.3,9.7,932
2007/09/28 15:00:00+00,0,99.7,72.2,14.6,933
2008/10/06 14:00:00+00,0,125.8,85.6,15.4,934
2012/08/13 11:00:00+00,0,316.9,93.7,19.2,935
2008/01/24 12:00:00+00,0,318.4,47.3,11.3,936
2011/03/08 03:00:00+00,0,0,88.6,0.6,937
2007/09/29 13:00:00+00,0,219.6,74.9,16.9,938
2008/10/07 12:00:00+00,0,322.5,76,18.4,939
2012/08/13 16:00:00+00,0,385.4,77.7,22,940
2008/01/25 11:00:00+00,0,108.4,74.2,10,941
2011/03/12 09:00:00+00,0,73.3,83.3,8.6,942
2007/10/01 07:00:00+00,0,27.6,91.9,12.9,943
2008/10/09 05:00:00+00,0,-1.2,98,6.3,944
2012/08/20 04:00:00+00,0,0,94.3,17.8,945
2008/01/27 08:00:00+00,0,34.2,90.2,8.3,946
2011/03/13 03:00:00+00,0,0,97.7,9.1,947
2007/10/04 12:00:00+00,0,525.8,42.6,21.4,948
2008/10/14 15:00:00+00,0,42.1,78.8,15.9,949
2012/08/20 19:00:00+00,0,1.4,75.6,19.2,950
2008/01/31 01:00:00+00,0,-0.6,77.9,6.5,951
2011/03/15 07:00:00+00,0,1.8,92.8,9,952
2008/01/17 16:00:00+00,0,6.8,79.5,9.6,953
2008/10/14 19:00:00+00,0,-1,84.1,14.2,954
2012/08/26 04:00:00+00,0,0,97.8,13,955
2008/02/01 01:00:00+00,,,,,956
2011/03/16 11:00:00+00,0,128.3,85.1,9.6,957
2008/01/17 23:00:00+00,0,-1.2,80.5,9.2,958
2008/10/15 13:00:00+00,0,141.2,70.1,14.1,959
2012/08/28 02:00:00+00,0,0,98.6,15.3,960
2008/02/02 17:00:00+00,,,,,961
2011/03/19 02:00:00+00,0,0,99.4,2,962
2008/01/20 01:00:00+00,0.6,-0.2,95.8,12.3,963
2008/10/15 22:00:00+00,0.4,-0.6,95.5,11.6,964
2012/08/28 17:00:00+00,0,147.1,75,18.8,965
2008/02/05 07:00:00+00,0.6,1.6,85,9.6,966
2008/02/05 14:00:00+00,0.2,81.3,75.3,12.1,967
2008/02/09 21:00:00+00,0,-2.3,75.8,7.8,968
2008/02/10 12:00:00+00,0,381.5,54.7,12.4,969
2008/02/10 15:00:00+00,0,107.7,51.3,12.1,970
2008/02/11 00:00:00+00,0,-1.9,92.4,2.6,971
2008/02/11 14:00:00+00,0,224,47,14.2,972
2008/02/12 02:00:00+00,0,-1.6,90.8,3.1,973
2008/02/17 02:00:00+00,0,-1.9,87.8,-1.5,974
2008/02/18 19:00:00+00,0,-2.6,72.2,5.1,975
2008/02/23 12:00:00+00,,,,,976
2008/02/24 02:00:00+00,,,,,977
2008/02/24 07:00:00+00,,,,,978
2008/02/25 17:00:00+00,,,,,979
2008/02/28 11:00:00+00,0,288.4,67.7,10.5,980
2008/03/03 06:00:00+00,0,0,66.6,4,981
